,message,personal
21822,"I told Candice earlier le, briefing has been changed to next next week, cuz next week no yam..",personal
21823,Okie.. Rest well then.,personal
21824,Help me bring my pink shawl behind my door.. And bring the bags that are outside..,personal
21825,Ok,personal
21826,You are on ah..,personal
21827,Where are you?,personal
21828,I'll be late.. Just left my place.. Sorry,personal
21829,Kk,personal
21830,Egg mcmuffin meal drinks change to ice Milo. And sausage egg mcmuffin burger without meal. Thanks.,personal
21831,Ok,personal
21832,Denny want breakfast?,personal
21833,Denny not here,personal
21834,If too late can dun need to buy de..,personal
21835,Here,personal
21836,We'll be back in  <#> mins.. Need to get special food for belle?,personal
21837,no lah. it's okay. she will eat watever we eat. thanks for e thought tho,personal
21838,Uncle kahmun's thought :),personal
21839,You were just with Chong hui is it?,personal
21840,No. As in now?,personal
21841,Just now?,personal
21842,"During service i was sitting beside him, yes. But now no.",personal
21843,"Since I can't pray for you face-to-face, here's a prayer thru sms: ""Dear Jesus, I wanna uplift my dear sister into Your Hands as she begins a new semester tmr. I thank You for watching over and bringing her thru the past semesters and with the same grace You've given, we believe that You're going to do the same this semester. I pray that as she goes thru each mod, You'll be the one who grants her wisdom in understanding, and allow her to persevere thru despite the challenges. I ask of You to grant her good time management in her service to You as well, and good health as she faces the stressful semester. In Jesus's name, Amen!!""  Jiayou and give your utmost to God as a student this sem and witness how His name will be glorified thru your excellence! =)",personal
21844,Thanks! Really appreciate it! Love ya loads!! <3,personal
21845,"No probs! Spend some time to dedicate the semester to God, and have a good night rest! See ya soon!! =)",personal
21846,Yea! :) see ya soon too! Miss you so much! Hope baby Ethan is growing well :),personal
21847,"He's growing TOO well..fat boy now! Lol. Heh.. Ok dokie, good nights! =)",personal
21848,You reach school le?,personal
21849,"Havent, only reach clementi mrt station... Think i am goinjg to be late... U reach le?",personal
21850,Ya I reach le.. I'll be inside to reserve a seat for you ba :),personal
21851,"Okok, thanks",personal
21852,Day 1 in school and the bear hanging on the bag dropped in school..,personal
21853,"Ooo, I was just reminded I need to return you the HCi textbook..",personal
21854,Serious? Dun be too sad ok? How's day 1?,personal
21855,Ya! So sad lor! Lol.. Lecture abt to start.. Haha.. Feels stressful..,personal
21856,You reaching soon? Lecturer haven't start talking yet.. Hehe..,personal
21857,Must be maths?,personal
21858,"Hahaha.. Nah, computer graphics.. I won't be stressed in math lecture.. Depressed should be a better word cuz I took it last sem! Lol..",personal
21859,Lol... Dun be like that. Lets pray that this sem will be a smooth one!,personal
21860,Lol ohya. U brought today ah?,personal
21861,"Hehe.. No, I just remembered.. You want me to bring tmr?",personal
21862,"Outside, cant see u,wat colour u wearing?",personal
21863,Ahhaha ok can,personal
21864,All the best for your results later.. :),personal
21865,Thanks!,personal
21866,How did sca do!,personal
21867,"<#> ,  <#>",personal
21868,That's great!!,personal
21869,"<#> ,  <#>",personal
21870,Yeah she told me already.,personal
21871,Sorry I just finished my class,personal
21872,No prob. Busy now.,personal
21873,You home?,personal
21874,No. Not so soon,personal
21875,Kk.. I'm on my way home le..,personal
21876,Not cooking find yr own dinner,personal
21877,Kk,personal
21878,Sorry had parade just now. She's a little disappointed right.,personal
21879,Not sure.. She is not home yet.. I'll wait for her to come home..,personal
21880,Mmm she sounded so though. Cheer her up kay!,personal
21881,Kk,personal
21882,:),personal
21883,Mummy ask you to eat first then come back cuz she nvr cook.. She was out with a. Theresa the whole day..,personal
21884,have u eaten ?,personal
21885,"Celebrate dinner with scar, eat restaurant",personal
21886,"Hey, sorry I forgot to bring the book out.. Was raining and I am carrying a heavy bag today..",personal
21887,Lol it's ok. Sunday ba,personal
21888,Lt  <#>  rite?,personal
21889,Yeap,personal
21890,I'm otw le..,personal
21891,otw?,personal
21892,On the way :),personal
21893,"Okok. Me too, maybe later u earlier than me...",personal
21894,"Hehe, where are you?",personal
21895,Waiting  <#> ...,personal
21896,"Haha, I reaching in 2 bus stops :)",personal
21897,"Lol, ok c u there later.",personal
21898,I'm sitting quite high up..,personal
21899,"I took a copy of the module outline for you le, so you dun need to take when you come to Lt..",personal
21900,Okok thanks... Can take bus D rite?,personal
21901,Yeap,personal
21902,How's school? =),personal
21903,Tiring!!! I'm at my second lecture and I'm super tired and hungry cuz I haven't eaten since I woke up..,personal
21904,Mmm.. What time lecture ends?,personal
21905,2pm..,personal
21906,Okie la very fast will end. 1hr more.,personal
21907,Lol.. Linear algebra.. Sian.. Lol..,personal
21908,Haha.. Every maths seems Sien to u!,personal
21909,Haha of cuz.. So sad that I hate math now.. Awwww.. Haha..,personal
21910,Haha... Maths can de... Just keep practising early. Like now...,personal
21911,Hehe :) you so free now?,personal
21912,Now the lecturer explaining.. 'what is linear algebra' zzz..,personal
21913,Haha.. Okie lor... Busy with tuition. Lol...,personal
21914,Haha.. I'm so borrrreeeedddd! :x hehe,personal
21915,Haha.. Okie la... Meet carol and chong Hui later lor... They both on the way to sch. I'm going to sell my lens and meet ivy for lunch now...,personal
21916,I meeting Chong hui at 4.. Then meeting carol for our class together at 5.. So good! Meet ivy for lunch! I also want..,personal
21917,Lol... U can meet her another day ma... Means 3 of u taking same class?,personal
21918,"No la.. Meeting Chong hui in sci just for a while.. Then go for class, he needs to go somewhere else..",personal
21919,I see... I have 3tuitions lined up today from 3pm.,personal
21920,Waaa.. Jiayou! :) my brain is already drained liao.. Haha,personal
21921,Haha.. I'm gonna be drained later. No choice I need tuition for allowance.,personal
21922,Haha.. I see.. Good la.. Better than you working at restaurant?,personal
21923,Haha.. Okie la... Restaurant has its fun I guess. I hope to have another tuition kid. Waiting for God to provide. Lol,personal
21924,Another one.. Seriously? So many you can manage?,personal
21925,Can....,personal
21926,Haha.. Okay..,personal
21927,Sold lens le...  <#> . Haha,personal
21928,You sold which lens?,personal
21929,Kit. Haha,personal
21930,Vaioooooo,personal
21931,You reaching soon?,personal
21932,Yeap walking over,personal
21933,Got dinner for me?,personal
21934,Ya I cook,personal
21935,Open letterbox!,personal
21936,Kk..,personal
21937,Are you at the market? Can I have lor mee?,personal
21938,Ok,personal
21939,Coming back for lunch?,personal
21940,No but I'm  cooking dinner,personal
21941,What time you coming back?,personal
21942,Don know still in AMK need to go Ubi collect Acc,personal
21943,"Ooo, kk..",personal
21944,Jie I think your foursquare is mine acc. Either yours or daddys.,personal
21945,Daddy la.. Lol.. He didn't check his profile when he check in..,personal
21946,Hahahahahahah,personal
21947,People thought I at sentosa sia,personal
21948,Did you see twitter?,personal
21949,Hahahahahahahh,personal
21950,Haha.. I also saw.. Then was thinking how come you at sentosa.. Lol..,personal
21951,"Hahahahahahah ya lorrrr. After I went out with joshua, I straight potong pasir until I feel like a saint",personal
21952,Hahaha.. Right.. You otw now?,personal
21953,Yupppppp cheryl's mom fetching us home.,personal
21954,Kk,personal
21955,"How come all I enter the company, then I click on the amt.. All zero value de.. Won't be the value on the left..?",personal
21956,Huh,personal
21957,U must key in the amount on top first mah,personal
21958,Ohh.. Really ah? Lol.. Okay..,personal
21959,Can ?,personal
21960,Yeap.. Cab,personal
21961,Can..,personal
21962,Eat le then come back.. Mummy got a lot of work to catch up on..,personal
21963,Change of plans.. Come back and eat..,personal
21964,When you leave msg me okie.. Then can fried veg..,personal
21965,Ok,personal
21966,Hi violet. Would like to find out if u still have photos of the Crossroad Sports League u took last yr,personal
21967,Ya I have them. I thought I've given you a copy of it already?,personal
21968,Hm... Think not... Can pass to me this sat or sun?,personal
21969,Ya. Sure.,personal
21970,"Thanks. And, are u ready to talk?",personal
21971,I don't know.. What do you want to talk about?,personal
21972,Hm... Cause we're kinda distant ever since i sounded out that i'm stepping down. Would like to hear from u how u're feeling and how u r affected,personal
21973,I'm fine now and it's over already. So we should move on.,personal
21974,Ok sure,personal
21975,Coming back?,personal
21976,On the bus to Vivo,personal
21977,Shall we meet for dinner next sat then?,personal
21978,"Okay, sure.",personal
21979,Cya then,personal
21980,Outram MRT .....,personal
21981,Jurong East mrt now.,personal
21982,"Hey, I just checked and realized I can't meet you next sat. It's my dad's bdae.",personal
21983,Wha. Ok. Then u propose another date,personal
21984,"If sat, the only available sat I have is 5th feb..",personal
21985,Ok sure,personal
21986,"Me at center column, last 7th row",personal
21987,"I'm not feeling well, sorry didn't tell you earlier, was resting all morning I forgot..",personal
21988,Okok nvm rest well.....,personal
21989,Have you done your tutorial registration?,personal
21990,"Lecture ended early, I'm otw home le.. Will you be home for lunch?",personal
21991,I m home leai,personal
21992,I actually sent you that abt  <#> mins ago.. Lol.. I reach home le..,personal
21993,Send me your timetable again when you are home.. I'm seeing if our tutorials are the same..,personal
21994,Hihi.. Wana ask you if you still have your computer graphics book? :),personal
21995,Yeap I think so,personal
21996,"I got 2 compulsory books.. Dunno if you hav or not.. ""Interactive computer graphics: A top-down approach using openGL"" and ""Computer Graphics: principles and practice, second edition in C"" :)",personal
21997,Ooo btw ur in the same group as Lionel. Cool man!,personal
21998,"Hahah.. Aww man, we're not in the same grp.. :(",personal
21999,I only have the first one,personal
22000,Ooo.. Okie..,personal
22001,"Ehh, where you see the grp? I cannot find it lehs..",personal
22002,Ivle group,personal
22003,So odd that I can't find it.. But ahh well..,personal
22004,Mummy want to ask you all your clothes wear le ah?,personal
22005,Omnomnom,personal
22006,Haha.. Hey..,personal
22007,I'm at some super ex buffet haha.,personal
22008,Where? And with who?,personal
22009,Some hotel in the east. With my parents and aunt and uncle haha. Super full now leh.,personal
22010,Hahah.. Nice? International buffet?,personal
22011,No la chinese haha. Eaten?,personal
22012,"Yeap, just did..",personal
22013,So late? Haha.,personal
22014,Haha.. Yeap..,personal
22015,Eh why your messages all 2 words long man.,personal
22016,Where got all? Only the previous one.. The one before that was 3.. Haha :),personal
22017,-.- k la i boring. I'm always having monologues with myself man. I'm sooooo sleepy haha.,personal
22018,Yes. I tell her to wash everything.,personal
22019,Let's Tango!! Visit  <URL>  to download the Tango app on your phone and we can video call each other right now!,personal
22020,"Hi ladies, we will be meeting up for dance practice at  <TIME> pm tmr @ aunty catherine's hse. Please reply me after seeing this msg. Thank you.",personal
